State,Date,Vegetable_Id ,Vegetable_Name ,Wholesale_Price ,Retail_Price ,Shoping_Mall_Price ,Units ,Image
,2024-06-16,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-16,babycorn,Baby Corn,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-16,bananaflower,Banana Flower,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-16,capsicum,Capsicum,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-16,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-16,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-16,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-16,broadbeans,Broad Beans,65,75 - 83,78 - 107,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-16,cabbage,Cabbage,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-16,carrot,Carrot,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-16,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-16,clusterbeans,Cluster beans,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-16,coconut,Coconut,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-16,colocasialeaves,Colocasia Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-16,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-16,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-16,corn,Corn,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-16,cucumber,Cucumber,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-16,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-16,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-16,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-16,brinjal,Brinjal,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-16,brinjalbig,Brinjal (Big),32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-16,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-16,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-16,frenchbeans,French Beans,176,202 - 224,211 - 290,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-16,garlic,Garlic,270,311 - 343,324 - 446,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-16,ginger,Ginger,129,148 - 164,155 - 213,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-16,oniongreen,Onion Green,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-16,greenpeas,Green Peas,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-16,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-16,lemon,Lemon (Lime),95,109 - 121,114 - 157,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-16,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-16,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-16,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-16,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-16,ladiesfinger,Ladies Finger,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-16,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-16,radish,Radish,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-16,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-16,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-16,snakegourd,Snake Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-16,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-16,spinach,Spinach,17,20 - 22,20 - 28,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-16,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-17,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-17,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-17,tomato,Tomato,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-17,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-17,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-17,potato,Potato,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-17,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-17,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-17,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-17,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-17,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-17,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-17,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-17,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-17,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-17,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-17,broadbeans,Broad Beans,62,71 - 79,74 - 102,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-17,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-17,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-17,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-17,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-17,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-17,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-17,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-17,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-17,corn,Corn,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-17,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-17,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-17,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-17,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-17,brinjal,Brinjal,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-17,brinjalbig,Brinjal (Big),33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-17,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-17,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-17,frenchbeans,French Beans,105,121 - 133,126 - 173,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-17,garlic,Garlic,220,253 - 279,264 - 363,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-17,ginger,Ginger,135,155 - 171,162 - 223,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-17,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-17,greenpeas,Green Peas,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-17,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-17,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-17,mangoraw,Mango Raw,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-17,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-17,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-17,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-17,ladiesfinger,Ladies Finger,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-17,pumpkin,Pumpkin,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-17,radish,Radish,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-17,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-17,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-17,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-17,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-17,spinach,Spinach,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-17,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-18,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-18,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-18,tomato,Tomato,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-18,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-18,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-18,potato,Potato,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-18,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-18,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-18,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-18,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-18,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-18,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-18,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-18,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-18,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-18,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-18,broadbeans,Broad Beans,62,71 - 79,74 - 102,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-18,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-18,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-18,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-06-18,clusterbeans,Cluster beans,41,47 - 52,49 - 68,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-06-18,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-06-18,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-06-18,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-06-18,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-06-18,corn,Corn,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-06-18,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-06-18,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-06-18,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-06-18,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-06-18,brinjal,Brinjal,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-06-18,brinjalbig,Brinjal (Big),33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-06-18,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-06-18,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-06-18,frenchbeans,French Beans,105,121 - 133,126 - 173,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-06-18,garlic,Garlic,220,253 - 279,264 - 363,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-06-18,ginger,Ginger,135,155 - 171,162 - 223,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-06-18,oniongreen,Onion Green,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-06-18,greenpeas,Green Peas,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-06-18,ivygourd,Ivy Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-06-18,lemon,Lemon (Lime),92,106 - 117,110 - 152,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-06-18,mangoraw,Mango Raw,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-06-18,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-06-18,mushroom,Mushroom,80,92 - 102,96 - 132,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-06-18,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-06-18,ladiesfinger,Ladies Finger,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-06-18,pumpkin,Pumpkin,19,22 - 24,23 - 31,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-06-18,radish,Radish,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-06-18,ridgegourd,Ridge Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-06-18,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-06-18,snakegourd,Snake Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-06-18,sorrelleaves,Sorrel Leaves,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-06-18,spinach,Spinach,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-06-18,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-06-19,onionbig,Onion Big,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-06-19,onionsmall,Onion Small,54,62 - 69,65 - 89,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-06-19,tomato,Tomato,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-06-19,greenchili,Green Chilli,64,74 - 81,77 - 106,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-06-19,beetroot,Beetroot,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-06-19,potato,Potato,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-06-19,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-06-19,amaranthleaves,Amaranth Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-06-19,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-06-19,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-06-19,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-06-19,bananaflower,Banana Flower,14,16 - 18,17 - 23,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-06-19,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-06-19,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-06-19,bottlegourd,Bottle Gourd,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-06-19,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-06-19,broadbeans,Broad Beans,62,71 - 79,74 - 102,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-06-19,cabbage,Cabbage,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-06-19,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-06-19,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
